user_id,date,description,amount,is_subscription,is_price_creep,is_anomaly,true_canonical_merchant,amount_zscore,predicted_anomaly
user_4,2026-02-01,UPI/NETFLIX.COM/UPIIntent/HDFC/775112915207/,1072.06,1,0,0,,0.26435119852031996,0
user_4,2026-02-01,UPI/SPOTIFY INDIA/UPIIntent/ICICI/941036044509/,174.42,1,0,0,,-0.4184497309963743,0
user_4,2026-02-01,UPI/GYMFIT CLUB/UPIIntent/HDFC/276846796464/,248.25,1,1,0,,-0.3622900315330955,0
user_4,2026-02-02,UPI/AMAZON PRIME/UPIIntent/AXIS/451418982249/,273.54,1,0,0,,-0.34305288133092404,0
user_4,2026-02-02,UPI/HOTSTAR SUB/UPIIntent/SBI/534863682721/,1076.17,1,1,0,,0.26747752067654484,0
user_4,2026-02-02,UPI/CLOUDSTORAGE PRO/UPIIntent/ICICI/958596962609/,46.12,1,1,0,,-0.5160427073086953,0
user_4,2026-02-02,UPI/MUSICSTREAM PLUS/UPIIntent/AXIS/455249081372/,341.56,1,1,0,,-0.2913126299765665,0
user_4,2026-02-02,UPI/NEWSDIGITAL SUB/UPIIntent/SBI/308207769043/,1080.52,1,1,0,,0.27078640179079727,0
user_4,2026-02-02,UPI/Thesmartq1/thesmartq1.pay/UPIIntent/AIRTEL/869926609861/,40.92,0,0,0,Thesmartq1,-0.5199981513992961,0
user_4,2026-02-03,UPI/ANGEL ONE/angelmfcpupa@i/Subscripti/INDUSIND/640839427680/,1156.54,1,0,0,,0.328611951746079,0
user_4,2026-02-05,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/444883004688/,800.44,0,0,0,BottleLab,0.05774009777244282,0
user_4,2026-02-07,UPI/CATERING CARE FSS/cateringcare1/HDFC/838235674565/,225.17,0,0,0,CateringCare,-0.3798461179967617,0
user_4,2026-02-07,UPI/Kamod Kumar/UPI/INDIAN/747581186732/,1150.35,0,0,0,KamodKumar,0.32390345195361386,0
user_4,2026-02-09,UPI/Thesmartq1/thesmartq1.pay/UPIIntent/AIRTEL/659244390715/,202.65,0,0,0,Thesmartq1,-0.3969762335583632,0
user_4,2026-02-10,UPI/SWIGGY BANGALORE/UPIIntent/HDFC/834254516425/,994.13,0,0,0,Swiggy,0.2050727835240676,0
user_4,2026-02-14,UPI/SWIGGY*BLR123/UPIIntent/HDFC/350946851512/,391.83,0,0,0,Swiggy,-0.25307413489300934,0
user_4,2026-02-15,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/698874164738/,133.95,0,0,0,BottleLab,-0.4492337352937993,0
user_4,2026-02-16,UPI/Kamod Kumar/UPI/INDIAN/674414527927/,1180.61,0,0,0,KamodKumar,0.34692109391160947,0
user_4,2026-02-17,UPI/Thesmartq1/thesmartq1.pay/UPIIntent/AIRTEL/961851250742/,547.91,0,0,0,Thesmartq1,-0.13434995918897918,0
user_4,2026-02-18,UPI/M S ISHAN SHARMA/eazypay.8kvdv4/ICICI/453914574812/,208.94,0,0,0,IshanSharma,-0.3921916675333865,0
user_4,2026-02-19,UPI/M S ISHAN SHARMA/eazypay.8kvdv4/ICICI/651460703541/,581.55,0,0,0,IshanSharma,-0.10876127857209315,0
user_4,2026-02-21,UPI/Thesmartq1/thesmartq1.pay/UPIIntent/AIRTEL/108888436316/,441.07,0,0,0,Thesmartq1,-0.2156191220043212,0
user_4,2026-02-21,UPI/THE FROTH HOUSE/cf.thefrothhou/NSDL/586947981087/,58.27,0,0,0,TheFrothHouse,-0.5068006600585417,0
user_4,2026-02-22,UPI/THE FROTH HOUSE/cf.thefrothhou/NSDL/352712607755/,940.86,0,0,0,TheFrothHouse,0.16455230146516395,0
user_4,2026-02-24,UPI/THE FROTH HOUSE/cf.thefrothhou/NSDL/801283170170/,1033.96,0,0,0,TheFrothHouse,0.23536996393341875,0
user_4,2026-02-25,UPI/CATERING CARE FSS/cateringcare1/HDFC/564175194429/,765.69,0,0,0,CateringCare,0.03130708197467855,0
user_4,2026-02-26,UPI/Bundl Technologies Pvt Ltd/UPIIntent/HDFC/546123974329/,557.55,0,0,0,Swiggy,-0.1270171743748656,0
user_4,2026-02-26,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/580195748500/,440.23,0,0,0,BottleLab,-0.21625807835741823,0
user_4,2026-02-27,UPI/Bundl Technologies Pvt Ltd/UPIIntent/HDFC/256853003836/,691.46,0,0,0,Swiggy,-0.025156882418646425,0
user_4,2026-02-28,UPI/CATERING CARE FSS/cateringcare1/HDFC/230724614050/,726.49,0,0,0,CateringCare,0.0014891188301501767,0
user_4,2026-03-01,UPI/SWIGGY BANGALORE/UPIIntent/HDFC/608570370883/,894.83,0,0,0,Swiggy,0.12953901464009662,0
user_4,2026-03-02,UPI/Bundl Technologies Pvt Ltd/UPIIntent/HDFC/471760244066/,702.78,0,0,0,Swiggy,-0.0165461848983388,0
user_4,2026-03-03,UPI/GYMFIT CLUB/UPIIntent/HDFC/517717190765/,248.25,1,1,0,,-0.3622900315330955,0
user_4,2026-03-04,UPI/NETFLIX.COM/UPIIntent/HDFC/262056176987/,1072.06,1,0,0,,0.26435119852031996,0
user_4,2026-03-04,UPI/SPOTIFY INDIA/UPIIntent/ICICI/636227879055/,174.42,1,0,0,,-0.4184497309963743,0
user_4,2026-03-04,UPI/ANGEL ONE/angelmfcpupa@i/Subscripti/INDUSIND/421372912003/,1156.54,1,0,0,,0.328611951746079,0
user_4,2026-03-04,UPI/THE FROTH HOUSE/cf.thefrothhou/NSDL/668986370018/,17035.29,0,0,1,TheFrothHouse,12.406978846674123,1
user_4,2026-03-05,UPI/AMAZON PRIME/UPIIntent/AXIS/646398408852/,273.54,1,0,0,,-0.34305288133092404,0
user_4,2026-03-05,UPI/HOTSTAR SUB/UPIIntent/SBI/191155503288/,1076.17,1,1,0,,0.26747752067654484,0
user_4,2026-03-05,UPI/CLOUDSTORAGE PRO/UPIIntent/ICICI/216860958403/,46.12,1,1,0,,-0.5160427073086953,0
user_4,2026-03-05,UPI/MUSICSTREAM PLUS/UPIIntent/AXIS/922375058857/,351.81,1,1,0,,-0.2835158411441324,0
user_4,2026-03-05,UPI/NEWSDIGITAL SUB/UPIIntent/SBI/212159035023/,1080.52,1,1,0,,0.27078640179079727,0
user_4,2026-03-05,UPI/ZOMATO LTD/UPIIntent/ICICI/485333930570/,1120.99,0,0,0,Zomato,0.30157040608822233,0
user_4,2026-03-08,UPI/CATERING CARE FSS/cateringcare1/HDFC/151295333581/,1192.67,0,0,0,CateringCare,0.35609468155250273,0
user_4,2026-03-08,UPI/Zomato Order/UPIIntent/ICICI/803919582073/,423.72,0,0,0,Zomato,-0.22881661334507541,0
user_4,2026-03-13,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/145373185852/,253.26,0,0,0,BottleLab,-0.3584791132842668,0
user_4,2026-03-13,UPI/M S ISHAN SHARMA/eazypay.8kvdv4/ICICI/264160439272/,1135.5,0,0,0,IshanSharma,0.3126076164256485,0
user_4,2026-03-15,UPI/M S ISHAN SHARMA/eazypay.8kvdv4/ICICI/550260725343/,142.42,0,0,0,IshanSharma,-0.4427909254000709,0
user_4,2026-03-17,UPI/Kamod Kumar/UPI/INDIAN/565089588096/,869.86,0,0,0,KamodKumar,0.1105452763819621,0
user_4,2026-03-18,UPI/THE FROTH HOUSE/cf.thefrothhou/NSDL/303442247528/,275.1,0,0,0,TheFrothHouse,-0.34186624810374383,0
user_4,2026-03-19,UPI/THE FROTH HOUSE/cf.thefrothhou/NSDL/564183766190/,571.87,0,0,0,TheFrothHouse,-0.11612448987921134,0
user_4,2026-03-20,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/647142694131/,180.59,0,0,0,BottleLab,-0.4137564444504115,0
user_4,2026-03-20,UPI/Zomato Order/UPIIntent/ICICI/679891489305/,891.39,0,0,0,Zomato,0.1269223362416992,0
user_4,2026-03-20,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/283760342258/,253.2,0,0,0,BottleLab,-0.35852475302377373,0
user_4,2026-03-20,UPI/Bundl Technologies Pvt Ltd/UPIIntent/HDFC/336419035664/,896.38,0,0,0,Swiggy,0.13071804124402564,0
user_4,2026-03-22,UPI/Blinkit/blinkit.payu@h/UPIIntent/HDFC/733363073501/,1155.73,0,0,0,Blinkit,0.32799581526273547,0
user_4,2026-03-23,UPI/BLINK COMMERCE PVT LTD/UPIIntent/HDFC/302836868346/,834.83,0,0,0,Blinkit,0.0838992751331655,0
user_4,2026-03-23,UPI/Thesmartq1/thesmartq1.pay/UPIIntent/AIRTEL/986699217711/,252.27,0,0,0,Thesmartq1,-0.35923216898613114,0
user_4,2026-03-31,UPI/Thesmartq1/thesmartq1.pay/UPIIntent/AIRTEL/295826116475/,620.32,0,0,0,Thesmartq1,-0.07927040022736442,0
user_4,2026-04-02,UPI/SPOTIFY INDIA/UPIIntent/ICICI/357325859587/,174.42,1,0,0,,-0.4184497309963743,0
user_4,2026-04-02,UPI/GYMFIT CLUB/UPIIntent/HDFC/541763641739/,248.25,1,1,0,,-0.3622900315330955,0
user_4,2026-04-02,UPI/CLOUDSTORAGE PRO/UPIIntent/ICICI/934264610325/,50.73,1,1,0,,-0.5125360539899128,0
user_4,2026-04-02,UPI/MUSICSTREAM PLUS/UPIIntent/AXIS/984448759774/,362.05,1,1,0,,-0.27572665893494946,0
user_4,2026-04-03,UPI/NETFLIX.COM/UPIIntent/HDFC/157953127829/,1072.06,1,0,0,,0.26435119852031996,0
user_4,2026-04-03,UPI/Thesmartq1/thesmartq1.pay/UPIIntent/AIRTEL/353192036546/,353.18,0,0,0,Thesmartq1,-0.28247373375872414,0
user_4,2026-04-04,UPI/ANGEL ONE/angelmfcpupa@i/Subscripti/INDUSIND/312113979620/,1156.54,1,0,0,,0.328611951746079,0
user_4,2026-04-04,UPI/AMAZON PRIME/UPIIntent/AXIS/611960115765/,273.54,1,0,0,,-0.34305288133092404,0
user_4,2026-04-04,UPI/HOTSTAR SUB/UPIIntent/SBI/624997032201/,1162.26,1,1,0,,0.33296294024573975,0
user_4,2026-04-04,UPI/NEWSDIGITAL SUB/UPIIntent/SBI/322069146262/,1080.52,1,1,0,,0.27078640179079727,0
user_4,2026-04-05,UPI/Blinkit/blinkit.payu@h/UPIIntent/HDFC/854542491709/,442.82,0,0,0,Blinkit,-0.21428796293536903,0
user_4,2026-04-05,UPI/M S ISHAN SHARMA/eazypay.8kvdv4/ICICI/251217529906/,444.79,0,0,0,IshanSharma,-0.21278945815489145,0
user_4,2026-04-09,UPI/Thesmartq1/thesmartq1.pay/UPIIntent/AIRTEL/593195882586/,37.04,0,0,0,Thesmartq1,-0.5229495212207442,0
user_4,2026-04-09,UPI/M S ISHAN SHARMA/eazypay.8kvdv4/ICICI/822543071447/,232.74,0,0,0,IshanSharma,-0.3740879041956372,0
user_4,2026-04-13,UPI/Blinkit/blinkit.payu@h/UPIIntent/HDFC/994251380584/,967.9,0,0,0,Blinkit,0.18512061073628752,0
user_4,2026-04-13,UPI/THE FROTH HOUSE/cf.thefrothhou/NSDL/186175025384/,553.13,0,0,0,TheFrothHouse,-0.13037930185187616,0
user_4,2026-04-16,UPI/THE FROTH HOUSE/cf.thefrothhou/NSDL/631190531099/,203.3,0,0,0,TheFrothHouse,-0.3964818030470381,0
user_4,2026-04-17,UPI/M S ISHAN SHARMA/eazypay.8kvdv4/ICICI/867639573068/,333.96,0,0,0,IshanSharma,-0.29709366364744444,0
user_4,2026-04-18,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/899641710554/,1039.16,0,0,0,BottleLab,0.23932540802401947,0
user_4,2026-04-18,UPI/Kamod Kumar/UPI/INDIAN/777296230353/,330.65,0,0,0,KamodKumar,-0.2996114559435768,0
user_4,2026-04-18,UPI/SWIGGY*BLR123/UPIIntent/HDFC/175966998225/,388.06,0,0,0,Swiggy,-0.25594183185869485,0
user_4,2026-04-21,UPI/Kamod Kumar/UPI/INDIAN/968429321245/,48.29,0,0,0,KamodKumar,-0.5143920700631947,0
user_4,2026-04-21,UPI/Kamod Kumar/UPI/INDIAN/162233892807/,1138.33,0,0,0,KamodKumar,0.3147602908057254,0
user_4,2026-04-23,UPI/M S ISHAN SHARMA/eazypay.8kvdv4/ICICI/860055063364/,963.48,0,0,0,IshanSharma,0.18175848325927696,0
user_4,2026-04-26,UPI/Thesmartq1/thesmartq1.pay/UPIIntent/AIRTEL/718553088450/,956.78,0,0,0,Thesmartq1,0.17666204568100297,0
user_4,2026-04-26,UPI/M S ISHAN SHARMA/eazypay.8kvdv4/ICICI/196713016582/,564.95,0,0,0,IshanSharma,-0.1213882731690107,0
user_4,2026-05-02,UPI/NETFLIX.COM/UPIIntent/HDFC/145926418091/,1072.06,1,0,0,,0.26435119852031996,0
user_4,2026-05-02,UPI/SPOTIFY INDIA/UPIIntent/ICICI/264521185651/,174.42,1,0,0,,-0.4184497309963743,0
user_4,2026-05-02,UPI/AMAZON PRIME/UPIIntent/AXIS/646364370417/,273.54,1,0,0,,-0.34305288133092404,0
user_4,2026-05-02,UPI/MUSICSTREAM PLUS/UPIIntent/AXIS/540716236168/,372.3,1,1,0,,-0.2679298701025154,0
user_4,2026-05-02,UPI/NEWSDIGITAL SUB/UPIIntent/SBI/386820150033/,1210.18,1,1,0,,0.3694138788652755,0
user_4,2026-05-04,UPI/ANGEL ONE/angelmfcpupa@i/Subscripti/INDUSIND/292187199606/,1156.54,1,0,0,,0.328611951746079,0
user_4,2026-05-04,UPI/HOTSTAR SUB/UPIIntent/SBI/954161910403/,1162.26,1,1,0,,0.33296294024573975,0
user_4,2026-05-04,UPI/GYMFIT CLUB/UPIIntent/HDFC/714762136011/,260.66,1,1,0,,-0.3528502120784119,0
user_4,2026-05-04,UPI/CLOUDSTORAGE PRO/UPIIntent/ICICI/344564492220/,50.73,1,1,0,,-0.5125360539899128,0
user_4,2026-05-05,UPI/SWIGGY BANGALORE/UPIIntent/HDFC/553579629622/,528.14,0,0,0,Swiggy,-0.14938825335651298,0
user_4,2026-05-07,UPI/Kamod Kumar/UPI/INDIAN/408446422479/,547.91,0,0,0,KamodKumar,-0.13434995918897918,0
user_4,2026-05-08,UPI/CATERING CARE FSS/cateringcare1/HDFC/998575356019/,292.85,0,0,0,CateringCare,-0.32836449183294336,0
user_4,2026-05-09,UPI/Kamod Kumar/UPI/INDIAN/221502120026/,100.18,0,0,0,KamodKumar,-0.47492130201295035,0
user_4,2026-05-09,UPI/CATERING CARE FSS/cateringcare1/HDFC/215343523786/,1046.04,0,0,0,CateringCare,0.24455876482081415,0
user_4,2026-05-15,UPI/THE FROTH HOUSE/cf.thefrothhou/NSDL/224903182113/,839.48,0,0,0,TheFrothHouse,0.08743635494495265,0
user_4,2026-05-16,UPI/BLINK COMMERCE PVT LTD/UPIIntent/HDFC/150354296465/,783.17,0,0,0,Blinkit,0.04460345941769774,0
user_4,2026-05-17,UPI/Thesmartq1/thesmartq1.pay/UPIIntent/AIRTEL/851209136603/,1196.26,0,0,0,Thesmartq1,0.3588254592996674,0
user_4,2026-05-19,UPI/THE FROTH HOUSE/cf.thefrothhou/NSDL/989583712991/,43.67,0,0,0,TheFrothHouse,-0.5179063300052283,0
user_4,2026-05-22,UPI/THE FROTH HOUSE/cf.thefrothhou/NSDL/346020857723/,176.89,0,0,0,TheFrothHouse,-0.41657089505333894,0
user_4,2026-05-23,UPI/M S ISHAN SHARMA/eazypay.8kvdv4/ICICI/839367002593/,1133.77,0,0,0,IshanSharma,0.3112916706031986,0
user_4,2026-05-24,UPI/Kamod Kumar/UPI/INDIAN/206127514319/,976.6,0,0,0,KamodKumar,0.19173837296479257,0
user_4,2026-05-27,UPI/SWIGGY BANGALORE/UPIIntent/HDFC/482316863255/,768.31,0,0,0,Swiggy,0.03330001726648112,0
user_4,2026-05-27,UPI/BLINK COMMERCE PVT LTD/UPIIntent/HDFC/120436758555/,154.03,0,0,0,Blinkit,-0.4339596358054797,0
user_4,2026-05-29,UPI/THE FROTH HOUSE/cf.thefrothhou/NSDL/143445012768/,824.89,0,0,0,TheFrothHouse,0.0763382916215172,0
user_4,2026-05-31,UPI/BLINK COMMERCE PVT LTD/UPIIntent/HDFC/151807641131/,265.8,0,0,0,Blinkit,-0.34894040772731816,0
user_4,2026-06-01,UPI/HOTSTAR SUB/UPIIntent/SBI/920309968879/,1248.36,1,1,0,,0.39845596643818587,0
user_4,2026-06-01,UPI/CLOUDSTORAGE PRO/UPIIntent/ICICI/150669941417/,55.34,1,1,0,,-0.5090294006711302,0
user_4,2026-06-01,UPI/NEWSDIGITAL SUB/UPIIntent/SBI/552607463189/,1210.18,1,1,0,,0.3694138788652755,0
user_4,2026-06-01,UPI/Kamod Kumar/UPI/INDIAN/345736619108/,1034.54,0,0,0,KamodKumar,0.2358111480819857,0
user_4,2026-06-02,UPI/SPOTIFY INDIA/UPIIntent/ICICI/903095878906/,174.42,1,0,0,,-0.4184497309963743,0
user_4,2026-06-02,UPI/ANGEL ONE/angelmfcpupa@i/Subscripti/INDUSIND/910231106154/,1156.54,1,0,0,,0.328611951746079,0
user_4,2026-06-02,UPI/AMAZON PRIME/UPIIntent/AXIS/578227709623/,273.54,1,0,0,,-0.34305288133092404,0
user_4,2026-06-02,UPI/GYMFIT CLUB/UPIIntent/HDFC/575222505668/,260.66,1,1,0,,-0.3528502120784119,0
user_4,2026-06-02,UPI/SWIGGY BANGALORE/UPIIntent/HDFC/921165762767/,220.68,0,0,0,Swiggy,-0.38326149183653035,0
