user_id,date,description,amount,is_subscription,is_price_creep,is_anomaly,true_canonical_merchant
user_1,2026-02-01,UPI/NETFLIX.COM/UPIIntent/HDFC/789681768120/,425.68,1,0,0,
user_1,2026-02-01,UPI/HOTSTAR SUB/UPIIntent/SBI/418753369987/,1158.51,1,1,0,
user_1,2026-02-01,UPI/MUSICSTREAM PLUS/UPIIntent/AXIS/810362119800/,837.06,1,1,0,
user_1,2026-02-01,UPI/NEWSDIGITAL SUB/UPIIntent/SBI/820817390979/,599.2,1,1,0,
user_1,2026-02-02,UPI/SPOTIFY INDIA/UPIIntent/ICICI/223934398971/,57.43,1,0,0,
user_1,2026-02-02,UPI/AMAZON PRIME/UPIIntent/AXIS/108702394947/,126.85,1,0,0,
user_1,2026-02-02,UPI/GYMFIT CLUB/UPIIntent/HDFC/671260526527/,45.72,1,1,0,
user_1,2026-02-02,UPI/CLOUDSTORAGE PRO/UPIIntent/ICICI/362414499790/,1198.58,1,1,0,
user_1,2026-02-03,UPI/ANGEL ONE/angelmfcpupa@i/Subscripti/INDUSIND/597158029258/,465.44,1,0,0,
user_1,2026-02-03,UPI/Blinkit/blinkit.payu@h/UPIIntent/HDFC/633827745531/,1131.81,0,0,0,Blinkit
user_1,2026-02-03,UPI/BLINK COMMERCE PVT LTD/UPIIntent/HDFC/671507794733/,1070.61,0,0,0,Blinkit
user_1,2026-02-06,UPI/Zomato Order/UPIIntent/ICICI/237353682104/,251.79,0,0,0,Zomato
user_1,2026-02-06,UPI/M S ISHAN SHARMA/eazypay.8kvdv4/ICICI/294956860706/,622.35,0,0,0,IshanSharma
user_1,2026-02-07,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/767875601281/,637.92,0,0,0,BottleLab
user_1,2026-02-08,UPI/Thesmartq1/thesmartq1.pay/UPIIntent/AIRTEL/826634711649/,211.16,0,0,0,Thesmartq1
user_1,2026-02-09,UPI/SWIGGY BANGALORE/UPIIntent/HDFC/501859632628/,963.92,0,0,0,Swiggy
user_1,2026-02-15,UPI/Kamod Kumar/UPI/INDIAN/739192226634/,800.94,0,0,0,KamodKumar
user_1,2026-02-16,UPI/ZOMATO LTD/UPIIntent/ICICI/941471922836/,700.11,0,0,0,Zomato
user_1,2026-02-18,UPI/BLINK COMMERCE PVT LTD/UPIIntent/HDFC/431797976208/,692.69,0,0,0,Blinkit
user_1,2026-02-18,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/662022111565/,1199.34,0,0,0,BottleLab
user_1,2026-02-18,UPI/Kamod Kumar/UPI/INDIAN/909288570492/,144.93,0,0,0,KamodKumar
user_1,2026-02-19,UPI/THE FROTH HOUSE/cf.thefrothhou/NSDL/844765186288/,1010.31,0,0,0,TheFrothHouse
user_1,2026-02-20,UPI/Thesmartq1/thesmartq1.pay/UPIIntent/AIRTEL/677996131444/,1068.5,0,0,0,Thesmartq1
user_1,2026-02-22,UPI/M S ISHAN SHARMA/eazypay.8kvdv4/ICICI/814132997178/,780.72,0,0,0,IshanSharma
user_1,2026-02-22,UPI/Kamod Kumar/UPI/INDIAN/381118596268/,896.76,0,0,0,KamodKumar
user_1,2026-02-23,UPI/ZOMATO LTD/UPIIntent/ICICI/327564214107/,959.54,0,0,0,Zomato
user_1,2026-02-23,UPI/CATERING CARE FSS/cateringcare1/HDFC/710449815787/,776.69,0,0,0,CateringCare
user_1,2026-02-24,UPI/THE FROTH HOUSE/cf.thefrothhou/NSDL/502132236456/,775.21,0,0,0,TheFrothHouse
user_1,2026-02-24,UPI/CATERING CARE FSS/cateringcare1/HDFC/983617928907/,1194.84,0,0,0,CateringCare
user_1,2026-02-24,UPI/BLINK COMMERCE PVT LTD/UPIIntent/HDFC/805500774922/,962.45,0,0,0,Blinkit
user_1,2026-02-28,UPI/BLINK COMMERCE PVT LTD/UPIIntent/HDFC/619222027536/,263.62,0,0,0,Blinkit
user_1,2026-02-28,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/469665921234/,758.32,0,0,0,BottleLab
user_1,2026-03-01,UPI/THE FROTH HOUSE/cf.thefrothhou/NSDL/237035680481/,671.95,0,0,0,TheFrothHouse
user_1,2026-03-03,UPI/ANGEL ONE/angelmfcpupa@i/Subscripti/INDUSIND/567608558257/,465.44,1,0,0,
user_1,2026-03-03,UPI/MUSICSTREAM PLUS/UPIIntent/AXIS/885135917011/,862.17,1,1,0,
user_1,2026-03-04,UPI/NETFLIX.COM/UPIIntent/HDFC/962551630876/,425.68,1,0,0,
user_1,2026-03-04,UPI/SPOTIFY INDIA/UPIIntent/ICICI/337278285287/,57.43,1,0,0,
user_1,2026-03-04,UPI/HOTSTAR SUB/UPIIntent/SBI/118930101817/,1158.51,1,1,0,
user_1,2026-03-04,UPI/GYMFIT CLUB/UPIIntent/HDFC/709023142153/,45.72,1,1,0,
user_1,2026-03-04,UPI/CLOUDSTORAGE PRO/UPIIntent/ICICI/580470977829/,1198.58,1,1,0,
user_1,2026-03-05,UPI/AMAZON PRIME/UPIIntent/AXIS/489060945655/,126.85,1,0,0,
user_1,2026-03-05,UPI/NEWSDIGITAL SUB/UPIIntent/SBI/141719632068/,599.2,1,1,0,
user_1,2026-03-05,UPI/SWIGGY BANGALORE/UPIIntent/HDFC/389716292505/,696.41,0,0,0,Swiggy
user_1,2026-03-05,UPI/Thesmartq1/thesmartq1.pay/UPIIntent/AIRTEL/536170714044/,1098.5,0,0,0,Thesmartq1
user_1,2026-03-07,UPI/ZOMATO LTD/UPIIntent/ICICI/419222522880/,373.32,0,0,0,Zomato
user_1,2026-03-09,UPI/ZOMATO LTD/UPIIntent/ICICI/235203483885/,332.62,0,0,0,Zomato
user_1,2026-03-10,UPI/ZOMATO LTD/UPIIntent/ICICI/672616761081/,1184.89,0,0,0,Zomato
user_1,2026-03-13,UPI/SWIGGY*BLR123/UPIIntent/HDFC/184977032306/,663.81,0,0,0,Swiggy
user_1,2026-03-14,UPI/Zomato Order/UPIIntent/ICICI/110235079137/,320.92,0,0,0,Zomato
user_1,2026-03-15,UPI/SWIGGY BANGALORE/UPIIntent/HDFC/294185745415/,736.39,0,0,0,Swiggy
user_1,2026-03-16,UPI/M S ISHAN SHARMA/eazypay.8kvdv4/ICICI/335652093497/,914.35,0,0,0,IshanSharma
user_1,2026-03-19,UPI/Thesmartq1/thesmartq1.pay/UPIIntent/AIRTEL/269969373081/,933.55,0,0,0,Thesmartq1
user_1,2026-03-22,UPI/Blinkit/blinkit.payu@h/UPIIntent/HDFC/145880893273/,236.17,0,0,0,Blinkit
user_1,2026-03-25,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/855748695859/,824.52,0,0,0,BottleLab
user_1,2026-03-27,UPI/SWIGGY BANGALORE/UPIIntent/HDFC/929624164938/,1135.34,0,0,0,Swiggy
user_1,2026-03-29,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/197851311468/,415.45,0,0,0,BottleLab
user_1,2026-03-29,UPI/Thesmartq1/thesmartq1.pay/UPIIntent/AIRTEL/116362199717/,497.62,0,0,0,Thesmartq1
user_1,2026-03-29,UPI/Kamod Kumar/UPI/INDIAN/956257440503/,909.56,0,0,0,KamodKumar
user_1,2026-04-02,UPI/ANGEL ONE/angelmfcpupa@i/Subscripti/INDUSIND/294525914009/,465.44,1,0,0,
user_1,2026-04-02,UPI/GYMFIT CLUB/UPIIntent/HDFC/646596275272/,45.72,1,1,0,
user_1,2026-04-02,UPI/CLOUDSTORAGE PRO/UPIIntent/ICICI/749708589852/,1318.44,1,1,0,
user_1,2026-04-02,UPI/NEWSDIGITAL SUB/UPIIntent/SBI/856125860074/,599.2,1,1,0,
user_1,2026-04-02,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/966011500132/,338.8,0,0,0,BottleLab
user_1,2026-04-02,UPI/ZOMATO LTD/UPIIntent/ICICI/704186683406/,86.36,0,0,0,Zomato
user_1,2026-04-03,UPI/AMAZON PRIME/UPIIntent/AXIS/531855030053/,126.85,1,0,0,
user_1,2026-04-03,UPI/HOTSTAR SUB/UPIIntent/SBI/864677360339/,1251.19,1,1,0,
user_1,2026-04-03,UPI/MUSICSTREAM PLUS/UPIIntent/AXIS/998902879947/,887.28,1,1,0,
user_1,2026-04-04,UPI/NETFLIX.COM/UPIIntent/HDFC/434429724282/,425.68,1,0,0,
user_1,2026-04-04,UPI/SPOTIFY INDIA/UPIIntent/ICICI/313491265924/,57.43,1,0,0,
user_1,2026-04-04,UPI/SWIGGY BANGALORE/UPIIntent/HDFC/297858575291/,744.87,0,0,0,Swiggy
user_1,2026-04-04,UPI/Zomato Order/UPIIntent/ICICI/232294442774/,41.32,0,0,0,Zomato
user_1,2026-04-07,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/346203052621/,866.3,0,0,0,BottleLab
user_1,2026-04-07,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/247970601590/,1004.08,0,0,0,BottleLab
user_1,2026-04-10,UPI/BLINK COMMERCE PVT LTD/UPIIntent/HDFC/496259836132/,744.46,0,0,0,Blinkit
user_1,2026-04-11,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/511256682061/,166.5,0,0,0,BottleLab
user_1,2026-04-12,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/341123641995/,53.72,0,0,0,BottleLab
user_1,2026-04-13,UPI/SWIGGY BANGALORE/UPIIntent/HDFC/191544033012/,404.09,0,0,0,Swiggy
user_1,2026-04-13,UPI/SWIGGY BANGALORE/UPIIntent/HDFC/598339873032/,627.26,0,0,0,Swiggy
user_1,2026-04-13,UPI/THE FROTH HOUSE/cf.thefrothhou/NSDL/678942291802/,308.02,0,0,0,TheFrothHouse
user_1,2026-04-15,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/970921849412/,700.69,0,0,0,BottleLab
user_1,2026-04-15,UPI/Thesmartq1/thesmartq1.pay/UPIIntent/AIRTEL/607917411100/,735.07,0,0,0,Thesmartq1
user_1,2026-04-15,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/897457063342/,495.68,0,0,0,BottleLab
user_1,2026-04-19,UPI/ZOMATO LTD/UPIIntent/ICICI/539121325924/,759.63,0,0,0,Zomato
user_1,2026-04-19,UPI/CATERING CARE FSS/cateringcare1/HDFC/518402234207/,44.88,0,0,0,CateringCare
user_1,2026-04-19,UPI/Kamod Kumar/UPI/INDIAN/111554884637/,480.82,0,0,0,KamodKumar
user_1,2026-04-19,UPI/ZOMATO LTD/UPIIntent/ICICI/258624574047/,389.13,0,0,0,Zomato
user_1,2026-04-22,UPI/Kamod Kumar/UPI/INDIAN/256373756185/,752.56,0,0,0,KamodKumar
user_1,2026-04-28,UPI/BLINK COMMERCE PVT LTD/UPIIntent/HDFC/253223733807/,723.39,0,0,0,Blinkit
user_1,2026-04-29,UPI/Zomato Order/UPIIntent/ICICI/527480762763/,51.18,0,0,0,Zomato
user_1,2026-04-29,UPI/M S ISHAN SHARMA/eazypay.8kvdv4/ICICI/951040395509/,436.87,0,0,0,IshanSharma
user_1,2026-05-01,UPI/Kamod Kumar/UPI/INDIAN/127830050805/,964.95,0,0,0,KamodKumar
user_1,2026-05-01,UPI/Thesmartq1/thesmartq1.pay/UPIIntent/AIRTEL/486769055107/,103.96,0,0,0,Thesmartq1
user_1,2026-05-02,UPI/HOTSTAR SUB/UPIIntent/SBI/561002048302/,1251.19,1,1,0,
user_1,2026-05-02,UPI/GYMFIT CLUB/UPIIntent/HDFC/450881188412/,48.01,1,1,0,
user_1,2026-05-02,UPI/MUSICSTREAM PLUS/UPIIntent/AXIS/893246299802/,912.4,1,1,0,
user_1,2026-05-02,UPI/Kamod Kumar/UPI/INDIAN/646017287236/,1103.8,0,0,0,KamodKumar
user_1,2026-05-03,UPI/NETFLIX.COM/UPIIntent/HDFC/582087221887/,425.68,1,0,0,
user_1,2026-05-03,UPI/SPOTIFY INDIA/UPIIntent/ICICI/623200257746/,57.43,1,0,0,
user_1,2026-05-03,UPI/NEWSDIGITAL SUB/UPIIntent/SBI/752385788085/,671.1,1,1,0,
user_1,2026-05-03,UPI/Kamod Kumar/UPI/INDIAN/599512200773/,593.5,0,0,0,KamodKumar
user_1,2026-05-04,UPI/ANGEL ONE/angelmfcpupa@i/Subscripti/INDUSIND/445153317307/,465.44,1,0,0,
user_1,2026-05-04,UPI/AMAZON PRIME/UPIIntent/AXIS/963216086338/,126.85,1,0,0,
user_1,2026-05-04,UPI/CLOUDSTORAGE PRO/UPIIntent/ICICI/380946765515/,1318.44,1,1,0,
user_1,2026-05-04,UPI/Kamod Kumar/UPI/INDIAN/452319598548/,1044.21,0,0,0,KamodKumar
user_1,2026-05-05,UPI/M S ISHAN SHARMA/eazypay.8kvdv4/ICICI/437871445288/,304.6,0,0,0,IshanSharma
user_1,2026-05-05,UPI/SWIGGY*BLR123/UPIIntent/HDFC/688086649304/,71.3,0,0,0,Swiggy
user_1,2026-05-06,UPI/Bundl Technologies Pvt Ltd/UPIIntent/HDFC/310656733240/,392.73,0,0,0,Swiggy
user_1,2026-05-06,UPI/CATERING CARE FSS/cateringcare1/HDFC/117496034948/,348.43,0,0,0,CateringCare
user_1,2026-05-08,UPI/SWIGGY BANGALORE/UPIIntent/HDFC/898563968121/,1127.8,0,0,0,Swiggy
user_1,2026-05-08,UPI/M S ISHAN SHARMA/eazypay.8kvdv4/ICICI/726204812686/,264.25,0,0,0,IshanSharma
user_1,2026-05-08,UPI/CATERING CARE FSS/cateringcare1/HDFC/494987163527/,909.62,0,0,0,CateringCare
user_1,2026-05-11,UPI/CATERING CARE FSS/cateringcare1/HDFC/531890853967/,860.3,0,0,0,CateringCare
user_1,2026-05-11,UPI/BOTTLE LAB TECHNOLOGIES/pinelabs.11443/UPI/AXIS/840731087980/,392.43,0,0,0,BottleLab
user_1,2026-05-12,UPI/CATERING CARE FSS/cateringcare1/HDFC/719624962997/,430.69,0,0,0,CateringCare
user_1,2026-05-14,UPI/M S ISHAN SHARMA/eazypay.8kvdv4/ICICI/661781133342/,342.86,0,0,0,IshanSharma
user_1,2026-05-14,UPI/BLINK COMMERCE PVT LTD/UPIIntent/HDFC/654716363393/,903.23,0,0,0,Blinkit
user_1,2026-05-21,UPI/THE FROTH HOUSE/cf.thefrothhou/NSDL/762248496458/,612.72,0,0,0,TheFrothHouse
user_1,2026-05-21,UPI/M S ISHAN SHARMA/eazypay.8kvdv4/ICICI/286233414084/,65.45,0,0,0,IshanSharma
user_1,2026-05-23,UPI/Zomato Order/UPIIntent/ICICI/773588479611/,347.46,0,0,0,Zomato
